1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 2800000035A11921
Is Mission Active?  true
Mission Start:  Fri Jul 11 20:01:00 PDT 2014
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  2135
Total Samples:  2135
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
7/11/14 8:01:00 PM,C,22.5
7/12/14 12:01:00 AM,C,13.5
7/12/14 4:01:00 AM,C,20
7/12/14 8:01:00 AM,C,14.5
7/12/14 12:01:00 PM,C,18.5
7/12/14 4:01:00 PM,C,19
7/12/14 8:01:00 PM,C,20
7/13/14 12:01:00 AM,C,20
7/13/14 4:01:00 AM,C,20.5
7/13/14 8:01:00 AM,C,16.5
7/13/14 12:01:00 PM,C,18
7/13/14 4:01:00 PM,C,19
7/13/14 8:01:00 PM,C,19.5
7/14/14 12:01:00 AM,C,20.5
7/14/14 4:01:00 AM,C,20.5
7/14/14 8:01:00 AM,C,19
7/14/14 12:01:00 PM,C,20.5
7/14/14 4:01:00 PM,C,11.5
7/14/14 8:01:00 PM,C,15
7/15/14 12:01:00 AM,C,13.5
7/15/14 4:01:00 AM,C,12
7/15/14 8:01:00 AM,C,14
7/15/14 12:01:00 PM,C,27.5
7/15/14 4:01:00 PM,C,12
7/15/14 8:01:00 PM,C,21
7/16/14 12:01:00 AM,C,12.5
7/16/14 4:01:00 AM,C,12
7/16/14 8:01:00 AM,C,13
7/16/14 12:01:00 PM,C,20
7/16/14 4:01:00 PM,C,12.5
7/16/14 8:01:00 PM,C,23
7/17/14 12:01:00 AM,C,11
7/17/14 4:01:00 AM,C,11.5
7/17/14 8:01:00 AM,C,12.5
7/17/14 12:01:00 PM,C,18.5
7/17/14 4:01:00 PM,C,17.5
7/17/14 8:01:00 PM,C,12.5
7/18/14 12:01:00 AM,C,13
7/18/14 4:01:00 AM,C,13
7/18/14 8:01:00 AM,C,13
7/18/14 12:01:00 PM,C,14.5
7/18/14 4:01:00 PM,C,15
7/18/14 8:01:00 PM,C,11.5
7/19/14 12:01:00 AM,C,13.5
7/19/14 4:01:00 AM,C,14
7/19/14 8:01:00 AM,C,12.5
7/19/14 12:01:00 PM,C,16.5
7/19/14 4:01:00 PM,C,19.5
7/19/14 8:01:00 PM,C,12.5
7/20/14 12:01:00 AM,C,12.5
7/20/14 4:01:00 AM,C,12.5
7/20/14 8:01:00 AM,C,13
7/20/14 12:01:00 PM,C,28.5
7/20/14 4:01:00 PM,C,32.5
7/20/14 8:01:00 PM,C,14
7/21/14 12:01:00 AM,C,13
7/21/14 4:01:00 AM,C,13
7/21/14 8:01:00 AM,C,12
7/21/14 12:01:00 PM,C,12.5
7/21/14 4:01:00 PM,C,13
7/21/14 8:01:00 PM,C,12
7/22/14 12:01:00 AM,C,12.5
7/22/14 4:01:00 AM,C,11.5
7/22/14 8:01:00 AM,C,12.5
7/22/14 12:01:00 PM,C,16
7/22/14 4:01:00 PM,C,22
7/22/14 8:01:00 PM,C,17.5
7/23/14 12:01:00 AM,C,13.5
7/23/14 4:01:00 AM,C,12
7/23/14 8:01:00 AM,C,14
7/23/14 12:01:00 PM,C,22
7/23/14 4:01:00 PM,C,33.5
7/23/14 8:01:00 PM,C,27.5
7/24/14 12:01:00 AM,C,14
7/24/14 4:01:00 AM,C,13.5
7/24/14 8:01:00 AM,C,14
7/24/14 12:01:00 PM,C,19
7/24/14 4:01:00 PM,C,14
7/24/14 8:01:00 PM,C,13.5
7/25/14 12:01:00 AM,C,12.5
7/25/14 4:01:00 AM,C,12.5
7/25/14 8:01:00 AM,C,15
7/25/14 12:01:00 PM,C,18
